307,790,90
308,233,94
309,192,68
310,816,17
311,21,21
312,109,12
313,46,70
314,524,71
315,370,80
316,995,87
317,765,55
318,207,50
319,4,78
320,781,58
321,593,73
322,798,5
323,354,23
324,416,44
325,603,20
326,379,8
327,758,27
328,792,14
329,828,40
330,226,34
331,434,19
332,516,30
333,215,94
334,501,97
335,656,88
336,644,19
337,499,80
338,731,19
339,469,72
340,232,55
341,652,84
342,864,100
343,295,51
344,947,96
345,844,10
346,648,57
347,514,29
348,402,30
349,575,25
350,989,52
351,868,47
352,421,69
353,234,40
354,89,31
355,334,91
356,11,95
357,219,44
358,930,90
359,941,22
360,640,34
361,7,66
362,875,28
363,428,7
364,711,10
365,979,50
366,974,34
367,820,22
368,920,29
369,265,32
370,563,38
371,451,87
372,365,89
373,748,13
374,521,11
375,360,10
376,235,30
377,197,8
378,793,59
379,802,14
380,601,79
381,146,9
382,805,76
383,258,91
384,816,36
385,40,39
386,398,60
387,710,97
388,777,81
389,550,33
390,66,79
391,939,72
392,165,11
393,420,95
394,816,45
395,434,10
396,237,83
397,268,10
398,618,79
399,475,44
400,454,32
401,767,35
402,117,60
403,219,28
404,953,8
405,304,61
406,73,89
407,296,34
408,469,92
409,534,23
410,853,87
411,601,23
412,31,61
413,37,8
414,312,12
415,801,45
416,971,76
417,683,94
418,420,5
419,195,74
420,787,35
421,892,69
422,613,46
423,945,19
424,980,63
425,874,99
426,724,91
427,903,52
428,534,38
429,770,33
430,71,28
431,543,90
432,223,79
433,422,41
434,389,6
435,181,37
436,859,100
437,491,79
438,768,58
439,180,60
440,243,85
441,723,7
442,784,12
443,625,24
444,274,88
445,722,52
446,719,81
447,942,8
448,831,78
449,748,26
450,645,58
451,382,99
452,334,37
453,75,58
454,515,30
455,164,16
456,262,96
457,666,46
458,898,71
459,393,60
460,536,80
461,77,58
462,926,57
463,34,41
464,422,16
465,359,16
466,730,82
467,555,66
468,626,52
469,758,19
470,390,26
471,638,37
472,60,8
473,625,20
474,48,27
475,676,55
476,796,98
477,313,60
478,790,55
479,682,10
480,601,43
481,554,87
482,796,40
483,366,80
484,489,18
485,696,27
486,61,59
487,578,30
488,57,25
489,878,61
490,713,10
491,663,7
492,825,31
493,374,59
494,907,62
495,883,30
496,924,97
497,230,69
498,384,22
499,178,57
500,370,67
501,259,93
502,783,99
503,800,96
504,453,21
505,145,9
506,355,30
507,198,50
508,206,72
509,839,92
510,741,67
511,878,24
512,643,42
513,595,67
514,855,79
515,683,12
516,304,37
517,97,17
518,277,92
519,237,53
520,794,80
521,31,72
522,927,57
523,598,72
524,274,26
525,685,93
526,401,25
527,877,15
528,621,77
529,507,35
530,52,38
531,334,96
532,932,88
533,913,52
534,944,64
535,789,75
536,131,29
537,320,35
538,3,9
539,430,64
540,771,90
541,572,88
542,321,56
543,941,15
544,879,77
545,611,88
546,92,27
547,10,94
548,695,18
549,955,41
550,542,99
551,269,41
552,135,57
553,310,97
554,950,72
555,84,89
556,221,95
557,479,9
558,798,32
559,343,86
560,995,80
561,352,46
562,202,64
563,581,52
564,882,27
565,978,35
566,49,94
567,76,87
568,369,77
569,160,47
570,926,56
571,406,53
572,998,39
573,534,32
574,356,50
575,849,21
576,900,64
577,572,98
578,40,86
579,858,60
580,405,45
581,400,30
582,849,21
583,44,74
584,489,89
585,589,61
586,573,91
587,201,31
588,830,12
589,512,61
590,70,24
591,947,42
592,601,89
593,802,89
594,267,54
595,927,58
596,287,31
597,737,89
598,460,31
599,966,33
600,747,88
601,210,30
602,668,5
603,750,57
604,999,57
605,677,55
606,697,21
607,396,81
608,408,28
609,985,24
610,416,9
611,337,6
612,707,61
613,438,53
614,167,47
615,368,78
616,784,82
617,493,56
618,810,27
619,963,45
620,923,53
621,782,49
622,143,61
623,384,58
624,141,82
625,987,99
626,65,12
627,324,29
628,910,79
629,88,11
630,317,54
631,675,87
632,544,98
633,779,8
634,540,14
635,375,28
636,508,62
637,626,29
638,736,92
639,631,65
640,790,42
641,921,24
642,799,76
643,81,48
644,876,82
645,90,26
646,179,62
647,949,77
648,653,81
649,895,53
650,548,66
651,30,42
652,665,95
653,43,89
654,336,82
655,796,83
656,258,71
657,508,83
658,759,60
659,726,56
660,961,23
661,478,49
662,811,19
663,664,22
664,51,62
665,403,56
666,513,52
667,822,97
668,825,16
669,915,32
670,501,94
671,985,93
672,702,41
673,440,100
674,944,88
675,834,70
676,319,51
677,770,87
678,946,30
679,155,95
680,484,52
681,316,51
682,148,52
683,136,63
684,304,9
685,735,89
686,237,91
687,17,76
688,754,91
689,476,80
690,980,37
691,635,77
692,49,94
693,255,5
694,473,6
695,603,15
696,528,76
697,171,20
698,549,50
699,2,96
700,768,48
701,148,12
702,983,70
703,80,36
704,924,84
705,435,38
706,956,79
707,562,95
708,859,56
709,71,81
710,849,98
711,294,50
712,972,15
713,592,57
714,873,12
715,658,73
716,327,51
717,679,83
718,592,63
719,295,83
720,860,64
721,653,53
722,212,11
723,628,36
724,860,79
725,374,7
726,878,68
727,724,84
728,373,22
729,496,36
730,641,87
731,191,19
732,367,41
733,239,93
734,997,74
735,632,59
736,566,38
737,866,52
738,892,60
739,512,8
740,331,95
741,527,53
742,548,16
743,477,5
744,126,61
745,713,53
746,662,49
747,257,27
748,45,38
749,158,38
750,865,54
751,177,5
752,718,6
753,688,90
754,742,6
755,664,97
756,547,23
757,250,79
758,834,22
759,621,80
760,294,98
761,449,33
762,244,28
763,482,89
764,594,22
765,583,68
766,332,64
767,529,86
768,731,50
769,497,32
770,237,95
771,137,18
772,288,9
773,153,77
774,425,83
775,24,89
776,862,77
777,584,80
778,922,17
779,475,27
780,318,7
781,663,87
782,679,64
783,876,91
784,680,65
785,980,15
786,896,100
787,652,56
788,946,45
789,757,22
790,25,67
791,197,10
792,192,39
793,50,51
794,786,99
795,357,25
796,393,39
797,443,34
798,71,18
799,105,8
800,249,21
801,121,68
802,717,35
803,496,88
804,522,44
805,163,41
806,649,100
807,841,31
808,151,6
809,426,38
810,311,44
811,646,81
812,151,40
813,270,36
814,460,9
815,458,13
816,31,94
817,26,74
818,657,14
819,238,6
820,736,48
821,334,7
822,477,77
823,109,92
824,529,84
825,793,100
826,438,33
827,279,39
828,425,46
829,365,23
830,23,33
831,202,22
832,439,72
833,185,52
834,265,65
835,925,51
836,975,48
837,527,46
838,82,11
839,842,92
840,53,53
841,841,22
842,557,89
843,888,58
844,514,30
845,726,53
846,502,83
847,794,87
848,249,79
849,330,12
850,836,63
851,965,13
852,890,39
853,348,49
854,391,58
855,78,5
856,573,87
857,548,22
858,696,10
859,259,62
860,869,100
861,264,54
862,363,64
863,327,54
864,543,47
865,799,69
866,998,84
867,399,76
868,714,90
869,742,11
870,415,10
871,618,65
872,179,95
873,88,99
874,33,65
875,217,73
876,161,34
877,689,12
878,89,77
879,676,70
880,675,35
881,435,100
882,953,48
883,934,63
884,379,27
885,562,17
886,997,78
887,724,90
888,327,55
889,470,53
890,936,52
891,312,19
892,27,95
893,937,67
894,164,9
895,798,10
896,385,47
897,950,22
898,257,7
899,449,6
900,757,12
901,430,64
902,621,60
903,556,11
904,726,5
905,705,63
906,373,72
907,245,5
908,812,33
909,21,22
910,450,73
911,318,15
912,813,75
913,186,47
914,329,53
915,659,21
916,103,88
917,491,44
918,674,19
919,41,93
920,328,47
921,403,39
922,569,8
923,607,72
924,223,40
925,628,7
926,843,69
927,328,52
928,501,55
929,560,16
930,186,94
931,635,74
932,216,51
933,837,100
934,394,80
935,80,8
936,506,8
937,602,56
938,982,6
939,947,45
940,565,71
941,567,37
942,22,70
943,276,13
944,372,100
945,814,63
946,833,17
947,359,51
948,919,75
949,548,47
950,982,41
951,227,15
952,182,92
953,166,44
954,44,90
955,220,20
956,260,24
957,459,98
958,683,21
959,330,88
960,640,44
961,178,66
962,759,83
963,998,29
964,808,26
965,143,22
966,683,98
967,831,91
968,892,39
969,383,22
970,343,5
971,18,98
972,863,20
973,113,76
974,783,49
975,59,15
976,726,18
977,505,42
978,172,43
979,636,61
980,356,67
981,776,41
982,759,20
983,833,40
984,33,6
985,922,45
986,307,46
987,116,32
988,19,38
989,537,66
990,255,90
991,568,55
992,809,86
993,101,44
994,657,87
995,332,58
996,658,56
997,397,100
998,519,44
999,765,40
1000,574,6
